idhogar,Monto_Alquiler,Promedio_Anos_Escolaridad,Pared_Zocalo,Pared_Prefabricado,Pared_Madera,Piso_Cemento,Piso_Madera,Techo_Zinc,Electricidad_Cooperativa,Inodoro_Alcantarillado,Inodoro_Septico,Inodoro_Letrina,Basura_Camion,Pared_Mala,Pared_Regular,Techo_Malo,Techo_Regular,Piso_Malo,Piso_Regular,Tiene_Discapacitado,Proporcion_Mujeres,Jefe_Viudo,Jefe_Soltero,Cant_Ninos,Cant_Adultos,Cant_Adultos_Mayores,Promedio_Educ_Adultos,Sin_Educacion,Educ_Tecnica_Incompleta,Educ_Tecnica_Completa,Educ_Postgrado,Total_Dormitorios,Personas_por_Cuarto,Casa_Propia_Pagando,Casa_Precario,Casa_Prestada_Asignada,Region_Central,Region_Chorotega,Region_Pacifico_Central,Region_Brunca,Region_Huetar_Atlantica,Zona_Urbana,Edad_Promedio,Hogar_con_Rezago_Escolar,Hogar_sin_Jefe_Educado,Tasa_Dependencia,Target,Indice_Activos_Tech,Privacion_Servicios_Basicos,Calidad_Materiales_Vivienda,Hacinamiento_Severo
013e9ee6a,-0.4581085725612524,-0.6943206502850511,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,2.796569894388098,-0.9385121249781292,0,0,0,0,1.5059930958304362,-1.1801121178561513,0,0,0,1,0,0,0,0,0,2.0639102269334226,0,0,3.136670396195163,0,-1.5491442701928333,-0.4076039627578522,-0.044138854508952025,0
01c6fcb6e,-0.4581085725612524,-0.4099041757374431,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1.8244932752398302,0,0,-0.8397559824053796,-1.2194837305374338,1.1412309790886452,-0.7024294160794244,0,0,0,0,-1.6909729866665713,-0.5091810786843536,0,1,0,1,0,0,0,0,1,1.7794843566533025,0,0,3.136670396195163,0,-1.0367262171297869,-0.4076039627578522,1.661295161949008,0
01d2e2b0b,-0.4581085725612524,-0.7891261418009203,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,-0.660632871870843,0,1,0.8923131906921408,-1.2194837305374338,-0.5141079362108072,-0.7024294160794244,1,1,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,1,0,0,0,0,0,-1.0647743461478993,1,0,0.3208652597368452,1,-1.5491442701928333,1.5441919358326328,0.808578153720028,0
01ff6a086,-0.4581085725612524,-1.405361836654071,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,2.796569894388098,-1.528718897224891,1,0,0,0,-0.6253176258342354,-0.5091810786843536,0,0,0,1,0,0,0,0,1,1.5235010734011942,0,0,3.136670396195163,0,-0.011890111003693917,-0.4076039627578522,-0.896855862737932,0
020713493,-0.4581085725612524,-0.4099041757374431,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1.8244932752398302,0,1,-0.8397559824053796,-1.2194837305374338,1.1412309790886452,-0.7024294160794244,0,0,0,0,-0.6253176258342354,-1.1801121178561513,0,0,0,1,0,0,0,0,1,1.8932547047653505,0,0,3.136670396195163,0,-1.0367262171297869,-0.4076039627578522,-0.896855862737932,0
023edfed0,0.4632941680179501,-0.22029319270570438,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0.5819302016844935,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,0.24190141951539462,1,0,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,1,0,0,0,0,1,-1.2543915930013128,0,0,-0.3830860243777342,0,-0.5243081640667403,-0.4076039627578522,-0.044138854508952025,0
0250e0b59,-0.4581085725612524,2.813482535802114,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.660632871870843,0,1,-0.8397559824053796,0.7283872888028295,2.796569894388098,1.973174775494369,0,0,0,1,2.5716484566627718,-1.0459258831845502,0,0,0,1,0,0,0,0,1,1.2675177901490862,0,0,0.3208652597368452,0,2.037782101248492,-0.4076039627578522,-0.896855862737932,0
029f3d736,-0.4581085725612524,0.01672053608396885,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.039351335093174664,0,0,0.02627860414338047,0.7283872888028295,1.1412309790886452,0.24190141951539462,1,0,0,0,-0.6253176258342354,0.8326809996592418,0,0,0,0,0,0,0,0,0,-0.2968244963915748,0,0,-0.14843559633954106,0,0.5005279420593525,-0.4076039627578522,0.808578153720028,0
02a3da971,-0.4581085725612524,-0.4099041757374431,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,-0.039351335093174664,0,1,-0.8397559824053796,-0.24554822086730216,1.1412309790886452,-0.7024294160794244,0,0,0,0,0.4403377349981003,-0.9564684068221035,0,0,0,1,0,0,0,0,1,0.7839938106728819,0,0,-0.14843559633954106,1,-1.0367262171297869,-0.4076039627578522,0.808578153720028,0
02f34e26c,-0.4581085725612524,-0.5995151587691818,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,1,0.8923131906921408,1.7023227984729612,-0.5141079362108072,-0.2302639982820149,1,0,0,0,1.5059930958304362,0.16174996048744414,0,1,0,1,0,0,0,0,1,-0.5243651926156709,0,0,-0.3830860243777342,1,0.5005279420593525,1.5441919358326328,1.661295161949008,0
035bb4b72,-0.4581085725612524,0.7277617224529888,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.5819302016844935,0,1,0.8923131906921408,1.7023227984729612,-0.5141079362108072,0.8911288689868327,1,0,0,0,1.5059930958304362,0.16174996048744414,0,0,0,1,0,0,0,0,1,-0.552807779643683,1,0,-0.3830860243777342,0,2.5502001543115385,-0.4076039627578522,-0.896855862737932,0
0369a5d78,1.285960782248013,0.4433452479053808,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.5819302016844935,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,1.0681909006608612,1,0,0,0,-0.6253176258342354,0.16174996048744414,1,0,0,1,0,0,0,0,1,-0.5907312290143657,0,0,-0.3830860243777342,0,0.5005279420593525,-0.4076039627578522,-0.896855862737932,0
039745cbe,-0.4581085725612524,-0.12548770118983513,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1.8244932752398302,0,0,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,0.24190141951539462,0,0,0,0,0.4403377349981003,-0.5091810786843536,0,0,1,0,0,1,0,0,0,-0.23045845999288025,1,0,-0.3830860243777342,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
03b23f2b1,-0.4581085725612524,0.6566576038160867,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,-0.039351335093174664,0,0,0.02627860414338047,0.7283872888028295,-0.5141079362108072,0.9501495462115089,1,0,0,0,-0.6253176258342354,0.8326809996592418,0,0,0,1,0,0,0,0,1,-0.5812503666716949,0,0,-0.46130283372379866,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
03c6bdf85,0.18208478542189116,-1.263153599380267,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,1,1.7583477772409009,-0.24554822086730216,-0.5141079362108072,-0.4663467071807197,0,0,0,0,-0.6253176258342354,1.5036120388310394,0,0,0,0,0,0,1,0,0,-1.6336260867081396,1,0,0.08621483169865207,0,0.5005279420593525,-0.4076039627578522,-0.044138854508952025,0
03c78a7a9,-0.4581085725612524,0.30113701063157683,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,1,-0.8397559824053796,1.7023227984729612,2.796569894388098,-0.11222264383266253,0,0,0,0,0.4403377349981003,-0.061893629779016676,0,0,0,1,0,0,0,0,1,1.4381733123171583,0,0,-0.14843559633954106,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
03f00ec52,-0.4581085725612524,-0.22029319270570438,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,-0.660632871870843,0,0,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,0.24190141951539462,1,1,0,0,-1.6909729866665713,2.1745430780028374,0,0,0,1,0,0,0,0,1,-0.7045015771264138,1,0,-0.3830860243777342,0,0.5005279420593525,-0.4076039627578522,-0.896855862737932,0
03f4e5f4d,-0.4581085725612524,0.6329562309371193,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.5819302016844935,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,1.304273609559566,0,0,1,0,0.4403377349981003,-0.5091810786843536,0,0,0,0,0,0,1,0,0,-0.30630535873424536,0,0,-0.3830860243777342,1,0.5005279420593525,1.5441919358326328,-0.044138854508952025,0
043cef77c,-0.4581085725612524,-0.2676959384636391,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1.8244932752398302,0,1,0.02627860414338047,-1.2194837305374338,-0.5141079362108072,-0.7024294160794244,0,0,0,0,-1.6909729866665713,0.8326809996592418,0,1,0,0,0,0,1,0,0,-0.609692953699707,1,0,-0.14843559633954106,0,-0.5243081640667403,3.4959878344231177,1.661295161949008,0
045038655,-0.4581085725612524,-0.4099041757374431,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1.8244932752398302,0,1,-0.8397559824053796,-1.2194837305374338,-0.5141079362108072,-0.7024294160794244,0,0,0,0,-0.6253176258342354,-1.1801121178561513,0,0,0,0,1,0,0,0,1,1.32440296420511,0,0,-0.6177364524159273,0,-1.0367262171297869,-0.4076039627578522,0.808578153720028,0
048d64af0,-0.4581085725612524,1.2965946715482046,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,1,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,0.7140668373128042,0,0,0,0,1.5059930958304362,-0.5091810786843536,0,0,0,1,0,0,0,0,1,-0.1261689742235027,0,0,-0.6177364524159273,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
04a8915f6,-0.4581085725612524,-0.1728904469477699,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,1,0.8923131906921408,1.7023227984729612,-0.5141079362108072,0.18288074229071843,1,0,0,0,0.4403377349981003,0.8326809996592418,0,0,1,1,0,0,0,0,1,-0.5907312290143657,1,0,-0.3830860243777342,0,1.5253640481854454,-0.4076039627578522,-0.044138854508952025,0
04b02301b,-0.4581085725612524,1.0121781970005967,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.660632871870843,1,1,-0.8397559824053796,0.7283872888028295,1.1412309790886452,0.4779841284140994,0,0,0,0,1.5059930958304362,-0.8446465982702525,0,0,0,1,0,0,0,0,1,0.31943155588201905,0,0,-0.3830860243777342,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
04b0f3f3a,-0.4581085725612524,0.5381507394212502,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.5819302016844935,0,1,-0.8397559824053796,0.7283872888028295,-0.5141079362108072,0.08451286822202173,0,0,0,0,1.5059930958304362,-0.8446465982702525,0,0,0,1,0,0,0,0,1,0.11085258434326396,0,0,-0.6177364524159273,0,0.5005279420593525,-0.4076039627578522,-0.896855862737932,0
04d8420a2,0.6319347741945386,-0.4099041757374431,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.5819302016844935,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,-0.5843880616300721,0,1,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,0,0,0,0,1,1,-0.15461156125151473,1,0,-0.3830860243777342,0,-0.011890111003693917,-0.4076039627578522,-0.896855862737932,0
0511912b6,-0.4581085725612524,1.5099070274589106,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-0.971273640259677,0,1,-0.8397559824053796,1.7023227984729612,-0.5141079362108072,0.8911288689868327,0,0,0,0,0.4403377349981003,-0.061893629779016676,0,0,0,1,0,0,0,0,1,0.15825689605661747,0,0,-0.6177364524159273,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
0519a23f5,-0.4581085725612524,-0.4099041757374431,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,-0.660632871870843,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,-1.2926361883261863,0,0,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,1,0,0,0,0,0,-0.02187948845412518,1,0,-0.3830860243777342,0,-0.011890111003693917,1.5441919358326328,1.661295161949008,0
051f67b16,-0.4581085725612524,-0.12548770118983513,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.039351335093174664,0,1,0.02627860414338047,0.7283872888028295,1.1412309790886452,-0.30895827392870157,0,0,0,0,0.4403377349981003,-0.061893629779016676,0,0,0,1,0,0,0,0,1,0.48534664687875567,1,0,-0.14843559633954106,0,1.012945995122399,-0.4076039627578522,-0.896855862737932,0
052da118c,-0.4581085725612524,-0.4099041757374431,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.9031959454261795,0,1,-0.8397559824053796,-1.2194837305374338,-0.5141079362108072,-0.7024294160794244,0,0,0,0,-0.6253176258342354,-1.1801121178561513,0,0,1,0,0,0,0,1,0,-0.8372336499238031,0,0,-0.6177364524159273,0,-1.5491442701928333,1.5441919358326328,-0.044138854508952025,0
054074f61,1.176956447572434,-0.1728904469477699,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.5819302016844935,0,1,1.7583477772409009,0.7283872888028295,-0.5141079362108072,1.0288437038168403,1,0,0,0,0.4403377349981003,0.8326809996592418,0,0,0,1,0,0,0,0,1,-0.9984083097492045,1,0,-0.14843559633954106,0,1.5253640481854454,-0.4076039627578522,-0.896855862737932,0
0564f49cd,-0.4581085725612524,0.9173727054847273,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.5819302016844935,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,1.304273609559566,0,0,0,0,0.4403377349981003,-0.5091810786843536,0,0,0,1,0,0,0,0,1,-0.2873436340489043,1,0,-0.3830860243777342,0,0.5005279420593525,-0.4076039627578522,-0.896855862737932,0
0566c116a,-0.4581085725612524,0.7277617224529888,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,-0.039351335093174664,0,1,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,0.24190141951539462,0,0,0,0,-0.6253176258342354,-0.5091810786843536,0,0,1,1,0,0,0,0,1,-0.3537096704475988,0,0,-0.6177364524159273,1,-0.5243081640667403,-0.4076039627578522,-0.044138854508952025,0
058a60804,0.7409391088701176,0.7988658410898908,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.039351335093174664,0,1,0.8923131906921408,-0.24554822086730216,-0.5141079362108072,1.304273609559566,0,0,0,0,0.4403377349981003,-0.061893629779016676,1,0,0,1,0,0,0,0,0,-0.595471660185701,1,0,-0.14843559633954106,0,1.5253640481854454,-0.4076039627578522,-0.896855862737932,0
0592dc939,-0.4581085725612524,-1.3037845243156396,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.3056148508550326,0,1,1.7583477772409009,1.7023227984729612,1.1412309790886452,-1.0565534794274816,1,0,0,0,3.637303817495108,0.6090374093927811,0,0,0,1,0,0,0,0,1,-0.8453601033603779,1,0,0.00799802235258765,0,5.624708472689817,-0.4076039627578522,-0.896855862737932,0
05aef4eec,0.4684282721811699,-0.6943206502850511,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,-1.1576581012929774,0,1,1.7583477772409009,-0.24554822086730216,-0.5141079362108072,0.12386006506604223,1,0,0,0,-0.6253176258342354,1.5036120388310394,0,0,0,0,0,0,0,1,1,-1.1899217290711521,1,0,0.08621483169865207,1,0.5005279420593525,-0.4076039627578522,-0.896855862737932,0
05b0d51e9,-0.4581085725612524,-1.1209453621064631,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.8244932752398302,0,1,0.02627860414338047,-1.2194837305374338,-0.5141079362108072,-0.4663467071807197,1,0,0,0,-0.6253176258342354,-0.5091810786843536,0,0,0,0,0,0,0,0,0,-1.5482983256241036,0,0,-0.14843559633954106,1,-1.5491442701928333,1.5441919358326328,1.661295161949008,0
05e1d4a10,-0.4581085725612524,-0.7891261418009203,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.8244932752398302,0,1,0.8923131906921408,-1.2194837305374338,-0.5141079362108072,0.0058187106166898515,0,0,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,0,0,0,0,1,0,-1.2354298683159715,1,0,0.3208652597368452,1,-0.011890111003693917,1.5441919358326328,0.808578153720028,0
05e6eeead,0.19591743549222215,-0.5521124130112471,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1.9031959454261795,0,1,-0.8397559824053796,-0.24554822086730216,-0.5141079362108072,-0.8204707705287768,1,0,0,0,-1.6909729866665713,0.8326809996592418,0,0,0,0,0,1,0,0,1,-0.8656762369518152,0,1,-0.6177364524159273,0,-1.0367262171297869,1.5441919358326328,0.808578153720028,0
05eff3d5c,0.0324109334788535,-0.4099041757374431,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.203211738462162,0,1,0.8923131906921408,1.7023227984729612,-0.5141079362108072,0.0058187106166898515,1,0,0,0,0.4403377349981003,0.8326809996592418,1,0,0,1,0,0,0,0,1,-0.9415231356931805,0,0,-0.3830860243777342,1,0.5005279420593525,-0.4076039627578522,-0.044138854508952025,0
060027579,-0.4581085725612524,0.4433452479053808,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1.8244932752398302,0,1,0.02627860414338047,-0.24554822086730216,-0.5141079362108072,0.0058187106166898515,0,0,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,1,0,0,0,0,1,-0.2873436340489043,1,0,-0.3830860243777342,0,1.5253640481854454,-0.4076039627578522,-0.044138854508952025,0
0605671a3,3.0300301370572784,1.2965946715482046,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.660632871870843,0,1,-0.8397559824053796,0.7283872888028295,-0.5141079362108072,0.7140668373128042,0,0,1,0,-0.6253176258342354,0.16174996048744414,1,0,0,0,0,0,1,0,0,0.6607426002181632,0,0,-0.6177364524159273,0,-0.011890111003693917,-0.4076039627578522,-0.044138854508952025,0
0609006f6,-0.4581085725612524,-1.405361836654071,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.039351335093174664,0,0,-0.8397559824053796,-0.24554822086730216,2.796569894388098,-1.528718897224891,0,0,0,0,-0.6253176258342354,-0.5091810786843536,0,0,0,1,0,0,0,0,0,2.2345657491014945,0,0,3.136670396195163,0,-1.5491442701928333,3.4959878344231177,1.661295161949008,0
06325b3e6,-0.4581085725612524,0.5855534851791848,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.8925709700733278,1,0,0.02627860414338047,0.7283872888028295,1.1412309790886452,0.792760994918136,0,0,0,0,0.4403377349981003,-0.061893629779016676,0,0,0,0,0,0,0,1,0,0.11559301551459943,1,0,-0.14843559633954106,0,2.037782101248492,-0.4076039627578522,-0.896855862737932,0
0667ebc47,1.3949651169235922,1.0121781970005967,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1.8244932752398302,0,1,0.02627860414338047,-1.2194837305374338,-0.5141079362108072,1.6583976729076233,0,0,0,0,-1.6909729866665713,0.8326809996592418,0,0,0,1,0,0,0,0,1,-0.9794465850638632,1,0,-0.14843559633954106,0,-0.5243081640667403,-0.4076039627578522,0.808578153720028,0
0681b11c9,-0.4581085725612524,1.0121781970005967,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.8244932752398302,0,1,-0.8397559824053796,-1.2194837305374338,-0.5141079362108072,0.4779841284140994,0,0,0,0,-0.6253176258342354,-1.1801121178561513,0,0,0,0,1,0,0,0,0,1.03997709392499,0,0,-0.6177364524159273,0,-1.0367262171297869,1.5441919358326328,-0.044138854508952025,0
06ca88023,-0.4581085725612524,-1.547570073927875,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1.4103055840547178,0,1,5.222486123435941,-0.24554822086730216,-0.5141079362108072,-0.3483053527313673,1,0,0,0,-0.6253176258342354,4.18733619551823,0,0,0,0,0,0,0,1,0,-1.475611714330295,1,0,1.0248165438514247,1,-0.5243081640667403,1.5441919358326328,0.808578153720028,1
06dba0576,0.8499434435456966,-0.5805540604660078,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.4121202571597755,0,1,0.8923131906921408,0.7283872888028295,-0.5141079362108072,0.0058187106166898515,1,0,0,0,-0.6253176258342354,1.5036120388310394,0,0,0,1,0,0,0,0,1,-1.087528415770309,1,0,-0.30486921503166986,0,0.5005279420593525,-0.4076039627578522,-0.044138854508952025,0
070cdf915,-0.4581085725612524,-0.22029319270570438,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.660632871870843,0,1,-0.8397559824053796,0.7283872888028295,-0.5141079362108072,-0.5450409828274063,0,0,0,0,-0.6253176258342354,0.16174996048744414,0,0,0,0,0,0,0,1,0,0.01604396091655737,0,0,-0.6177364524159273,0,-0.011890111003693917,-0.4076039627578522,0.808578153720028,0
07102d194,-0.4581085725612524,1.0121781970005967,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1.1576581012929774,0,1,-0.8397559824053796,2.6762583081430926,-0.5141079362108072,0.4779841284140994,0,0,0,0,3.637303817495108,-0.7328247897184013,0,0,0,1,0,0,0,0,1,-0.06359528276187619,0,0,-0.6177364524159273,0,1.5253640481854454,-0.4076039627578522,-0.896855862737932,0
077941bc7,-0.4581085725612524,-0.907633006195757,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,-0.971273640259677,0,1,0.8923131906921408,-0.24554822086730216,-0.5141079362108072,-0.7024294160794244,0,0,0,0,-0.6253176258342354,0.8326809996592418,0,0,1,1,0,0,0,0,1,-0.8798975304658212,1,0,-0.14843559633954106,1,1.5253640481854454,-0.4076039627578522,0.808578153720028,0
